Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating)
1,1,5,0,21.056786760459666,,15.280771705206064,0.28224943705258393,0.0,0.0,4.5257035443473965,0.0,1.0,21.055555555555557,2
1,2,5,0,21.055669454782212,,15.133070940281604,0.2796037994234249,0.0,0.0,6.562743159731017,0.0,1.0,21.055555555555557,2
1,3,5,0,21.109771316520398,,15.031469887794378,0.3086129899517652,0.0,0.0,5.902668637289039,0.0,1.0,21.11111111111111,2
1,4,5,0,21.11106788273298,,14.971242973413636,0.27706500301664466,0.0,0.0,5.685829955836639,0.0,1.0,21.11111111111111,2
1,5,5,0,21.111107587481555,,14.92058112953317,0.2744193653874856,0.0,0.0,5.685062154906478,0.0,1.0,21.11111111111111,2
1,6,5,0,21.203758710696878,,14.744469948340605,0.27607085269840836,0.0,0.0,5.80924428498387,0.0,1.0,21.22222222222222,2
1,7,5,0,21.40868923309464,,14.681500148534434,0.6245439800258634,3.588129037933655,0.0,5.38086785580466,0.0,1.0,21.444444444444443,2
1,8,5,0,21.485303723925888,,14.615253329468075,0.7726734815956331,0.0,0.0,5.672978669633967,0.0,1.0,21.5,2
1,9,5,0,21.39197733623254,,14.589376099756638,0.27994061274897486,0.0,0.0,5.731632899915962,0.0,0.0,21.38888888888889,2
1,10,5,0,21.278953540830994,,14.6012871966771,0.2738851592755916,0.0,0.0,5.408007667154315,0.0,0.0,21.277777777777775,2
1,11,5,0,21.33300660850561,,14.480067152849777,0.2734415047276629,0.0,0.0,5.080886052362964,0.0,0.0,21.333333333333332,2
1,12,5,0,21.333331853040228,,14.41859738418895,0.2739920004979704,0.0,0.0,4.48119012224071,0.0,0.0,21.33333333333334,2
1,13,5,0,21.333333323866718,,14.380366665940304,0.27542980536413547,0.0,0.0,3.8236983168588425,0.0,0.0,21.333333333333332,2
1,14,5,0,21.333333333166298,,14.33022785610962,0.27763178844536573,0.0,0.0,4.123571492182218,0.0,0.0,21.333333333333336,2
1,15,5,0,21.333333333333332,,14.489560367382829,0.2792832757562884,2.1506565883600484,0.0,2.865592541918031,0.0,0.0,21.333333333333336,2
1,16,5,0,21.333333333333336,,15.618265325024558,4.9757788519587764,0.0,0.0,2.0158002688602035,0.0,1.0,21.33333333333334,2
1,17,5,0,21.444089692956354,,15.45928657760434,0.9580255482242442,0.0,0.0,2.8092980070629796,0.0,1.0,21.444444444444443,2
