Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating)
1,1,1,0,21.437008936054507,,20.987664063304905,0.21843103198409708,0.0,0.0,3.4850834931809387,0.0,1.0,21.055555555555557,2
1,2,1,0,21.41650602503973,,20.996008012975302,0.21543865305113888,0.0,0.0,3.70372716033863,0.0,1.0,21.055555555555557,2
1,3,1,0,21.422934580714774,,20.926352755515712,0.21261723553753067,0.0,0.0,3.9917949736471656,0.0,1.0,21.11111111111111,2
1,4,1,0,21.40686939687161,,20.85254474467898,0.20973883088413925,0.0,0.0,4.108003631750724,0.0,1.0,21.11111111111111,2
1,5,1,0,21.384169883306047,,20.794615776495213,0.20674645195118102,0.0,0.0,4.119196285006785,0.0,1.0,21.11111111111111,2
1,6,1,0,21.47413348199004,,20.61583402022282,0.2601405707426984,0.0,0.0,4.241741051451283,0.0,1.0,21.22222222222222,2
1,7,1,0,21.683850864629463,,20.298705082824682,0.32315640278484076,0.2436996853066946,0.0,4.239172041465079,0.0,1.0,21.444444444444443,2
1,8,1,0,21.741421696890683,,20.162693887704528,0.8178413629983382,0.01182143782283061,0.0,4.598849724755508,0.0,1.0,21.5,2
1,9,1,0,21.61180909153481,,20.35733021184595,3.757920322192148,0.2273533125095205,0.0,4.662781172263665,0.0,1.0,21.38888888888889,2
1,10,1,0,21.485038109500294,,20.507592714315088,0.3762193934497048,0.07919310860785247,0.0,4.046436090879969,0.0,1.0,21.27777777777778,2
1,11,1,0,21.524154095609532,,20.462346587923644,0.3709285260476791,0.26116559346638146,0.0,4.057465018713996,0.0,1.0,21.333333333333336,2
1,12,1,0,21.509085686345323,,20.49560962314606,0.37104290123439965,0.0790364377958134,0.0,4.0069562020465925,0.0,1.0,21.333333333333336,2
1,13,1,0,21.500758926466222,,20.574520426898268,0.3773781595487009,0.0,0.0,3.6408964895345015,0.0,1.0,21.333333333333336,2
1,14,1,0,21.49032263091461,,20.71313084889142,0.3775095831274685,0.23378726617110557,0.0,3.390158930070673,0.0,1.0,21.333333333333336,2
1,15,1,0,21.482517114114003,,20.787704670970342,0.3770523288172144,0.0,0.0,3.3583748685746215,0.0,1.0,21.333333333333336,2
1,16,1,0,21.4710761516234,,20.902705304957276,0.3946413201296842,0.46756743326375516,0.0,3.920486437484815,0.0,1.0,21.333333333333336,2
1,17,1,0,21.576666890893385,,20.79408941551249,0.4709709983806878,0.0,0.0,3.683248589056791,0.0,1.0,21.444444444444443,2
1,18,1,0,21.683023349071945,,20.950763072696084,1.9395591659355254,0.0,0.0,3.5303985346660363,0.0,1.0,21.555555555555557,2
1,19,1,0,21.732923419096856,,20.87636122008888,0.551814958413761,0.0,0.0,3.7970615403111116,0.0,1.0,21.611111111111114,2
1,20,1,0,21.73215914526664,,20.868947391770977,0.8612810824863559,0.0,0.0,4.334237900403692,0.0,1.0,21.611111111111114,2
1,21,1,0,21.727314593015283,,20.896109781868358,0.5015811649005673,0.7015552926728619,0.0,3.9370803475731044,0.0,1.0,21.611111111111114,2
1,22,1,0,21.66459663309207,,20.991872267356502,0.2370121641194638,0.0,0.0,4.125088822143928,0.0,1.0,21.555555555555557,2
1,23,1,0,21.489734848381637,,21.193696381403043,0.23079945769441382,0.23378713973159393,0.0,4.104486987096735,0.0,1.0,21.38888888888889,2
