Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating)
1,1,1,0,19.45093614,,28.09007712,0.423466954,0,0,2.204228223,0,3,18.94444444,2
1,2,1,0,19.37385951,,28.32640087,0.391480666,0,0,2.406741558,0,3,18.94444444,2
1,3,1,0,19.33485771,,28.3729955,0.389497719,0,0,2.623835846,0,3,18.94444444,2
1,4,1,0,19.29683243,,28.39360632,0.394391725,0,0,2.771180129,0,3,18.94444444,2
1,5,1,0,19.37485809,,28.23256998,0.419916593,0,0,2.950947713,0,3,19.05555556,2
1,6,1,0,19.57493584,,28.01468801,0.46805527,1.294078065,0,2.743726384,0,3,19.27777778,2
1,7,1,0,19.87581842,,27.47721815,0.688437065,0,0,3.50272984,0,3,19.61111111,2
1,8,1,0,19.98046655,,27.42357617,0.8634311,1.902062279,0,2.906022693,0,3,19.72222222,2
1,9,1,0,20.02220031,,27.7758945,1.551304477,4.918274286,0,1.404147991,0,3,19.77777778,2
1,10,1,0,20.00474456,,27.69155753,1.410174283,0.838299073,0,2.93567323,0,1,19.77777778,2
1,11,1,0,19.98735396,,27.68034369,1.445158964,1.577808994,0,2.631362945,0,1,19.77777778,2
1,12,1,0,19.96956173,,27.59415336,1.401161193,1.051867816,0,2.644744618,0,1,19.77777778,2
1,13,1,0,19.95363651,,27.49849255,1.202033117,0.525935997,0,2.473603191,0,0,19.77777778,2
1,14,1,0,19.93948779,,27.68733564,0.9957245,2.158656725,0,1.486907778,0,0,19.77777778,2
1,15,1,0,19.92828591,,27.82463424,1.282485531,0.634643854,0,1.798350813,0,2,19.77777778,2
1,16,1,0,19.96958721,,27.87260367,1.016676349,0,0,2.261558757,0,1,19.83333333,2
1,17,1,0,20.07385556,,27.68514401,0.911302377,0.332931997,0,2.555177738,0,1,19.94444444,2
1,18,1,0,20.17815712,,27.47625221,0.904963826,0,0,2.929773247,0,1,20.05555556,2
1,19,1,0,20.27734629,,27.27605175,1.296476487,0.525936375,0,3.505873966,0,2,20.16666667,2
1,20,1,0,20.27952539,,27.3465093,1.799650593,0.75554681,0,2.612580336,0,2,20.16666667,2
1,21,1,0,20.1077031,,27.70939273,1.023367656,1.051872306,0,2.659755963,0,2,20,2
1,22,1,0,19.77806385,,28.24611081,0.882410691,0,0,2.588903815,0,2,19.66666667,2
1,23,1,0,19.35705379,,28.91562674,0.60089281,0,0,2.554034338,0,2,19.27777778,2
1,24,1,0,19.11874867,,29.16338417,0.503931606,0,0,3.477377597,0,2,19.05555556,2
1,1,2,0,19.00495212,,29.37261665,0.482068405,0,0,2.853383091,0,3,18.94444444,2
1,2,2,0,18.9860143,,29.40900435,0.391480666,0,0,3.016282618,0,3,18.94444444,2
1,3,2,0,18.97912426,,29.40994363,0.389497719,0,0,3.111630567,0,3,18.94444444,2
1,4,2,0,18.98028754,,29.38974083,0.394391725,0,0,3.141189845,0,3,18.94444444,2
1,5,2,0,19.09069699,,29.15400076,0.419916593,0,0,3.313048856,0,3,19.05555556,2
1,6,2,0,19.30387092,,28.94650224,0.46805527,2.252452803,0,2.808775478,0,3,19.27777778,2
1,7,2,0,19.65136868,,28.42674934,0.688437065,0,0,3.941750657,0,3,19.61111111,2
1,8,2,0,19.77277867,,28.97658657,4.013623118,0.959421174,0,3.272000046,0,1,19.72222222,2
1,9,2,0,19.83021223,,29.15535727,1.509263591,0,0,3.51902179,0,1,19.77777778,2
1,10,2,0,19.82544287,,29.49421559,10.04575837,1.945046744,0,2.509305749,0,1,19.77777778,2
1,11,2,0,19.82326254,,29.40751981,1.445158964,0,0,2.467037774,0,1,19.77777778,2
1,12,2,0,19.81928477,,29.38456669,1.401161193,0,0,2.156298121,0,1,19.77777778,2
1,13,2,0,19.8162748,,29.37231768,1.397064037,0,0,1.988160171,0,1,19.77777778,2
1,14,2,0,19.81342462,,29.36049139,1.189733523,0,0,1.943749744,0,1,19.77777778,2
1,15,2,0,19.81010606,,29.45994847,1.087527861,1.442933589,0,1.607479595,0,1,19.77777778,2
1,16,2,0,19.86166646,,29.41907442,1.239042809,0.527000969,0,2.010610858,0,2,19.83333333,2
1,17,2,0,19.97324474,,29.28130891,1.479396313,0.648855362,0,2.334302235,0,1,19.94444444,2
1,18,2,0,20.08595176,,29.85555495,3.600680695,0,0,2.131310959,0,1,20.05555556,2
1,19,2,0,20.19140543,,29.50683541,1.296476487,0.526999303,0,3.197419468,0,2,20.16666667,2
1,20,2,0,20.19773201,,29.28223613,1.231556657,0,0,2.507982047,0,2,20.16666667,2
1,21,2,0,20.03228906,,29.50454863,1.023367656,0,0,2.357224491,0,2,20,2
1,22,2,0,19.71020226,,30.23342833,0.882410691,2.635000167,0,1.945333859,0,2,19.66666667,2
1,23,2,0,19.29428959,,31.17784789,0.800390216,0,0,1.884542876,0,2,19.27777778,2
1,24,2,0,19.05990582,,31.94422082,0.503931606,2.241830504,0,1.853369008,0,2,19.05555556,2
1,1,3,0,18.93973923,,32.48281313,0.540669856,0.332518586,0,1.951613666,0,3,18.94444444,2
1,2,3,0,18.94162176,,32.91816751,0.462950326,2.105718164,0,1.514321283,0,3,18.94444444,2
1,3,3,0,18.94342327,,33.28434095,0.43829643,0.645902912,0,2.153991547,0,3,18.94444444,2
1,4,3,0,18.94386443,,34.42281469,3.018681178,0,0,1.912470664,0,3,18.94444444,2
1,5,3,0,19.05597616,,34.86808584,0.419916593,0,0,2.545408893,0,3,19.05555556,2
1,6,3,0,19.28093139,,34.6551865,0.46805527,0,0,2.829855359,0,3,19.27777778,2
1,7,3,0,19.60201615,,34.09589713,1.115761594,3.923503208,0,2.576794983,0,3,19.61111111,2
1,8,3,0,19.73149737,,34.17186566,2.135957027,1.188848906,0,2.540210262,0,3,19.72222222,2
1,9,3,0,19.79361326,,34.42026991,10.35576607,0.703242754,0,2.214635466,0,2,19.77777778,2
1,10,3,0,19.79594432,,34.33680626,1.410174283,1.452929316,0,1.696726339,0,1,19.77777778,2
1,11,3,0,19.796499,,34.27383315,1.246205899,1.056089402,0,1.634462831,0,0,19.77777778,2
1,12,3,0,19.79443392,,34.2041468,1.204944176,0,0,1.67760561,0,0,19.77777778,2
1,13,3,0,19.79333611,,34.20579092,1.397064037,0.528047491,0,1.610926781,0,1,19.77777778,2
1,14,3,0,19.79176273,,34.15325437,0.9957245,0,0,1.634069975,0,0,19.77777778,2
1,15,3,0,19.79070387,,34.07583412,0.892570191,0,0,1.744393826,0,0,19.77777778,2
1,16,3,0,19.84479381,,33.93927839,0.794309888,0,0,1.982381396,0,0,19.83333333,2
1,17,3,0,19.95569227,,33.65154343,0.635211837,0,0,2.443262054,0,0,19.94444444,2
1,18,3,0,20.07022285,,33.2794545,0.546866273,0,0,2.871594246,0,0,20.05555556,2
1,19,3,0,20.18284638,,33.00173263,1.296476487,0,0,3.290682464,0,2,20.16666667,2
1,20,3,0,20.18262593,,33.023626,1.231556657,0,0,2.589053921,0,2,20.16666667,2
1,21,3,0,20.01912289,,33.36370852,1.023367656,0,0,2.440669151,0,2,20,2
1,22,3,0,19.69792698,,34.02173545,0.882410691,0,0,2.246623767,0,2,19.66666667,2
1,23,3,0,19.28313248,,34.89684096,0.800390216,0,0,1.980108189,0,3,19.27777778,2
1,24,3,0,19.04269192,,35.44634315,0.503931606,1.355275892,0,2.296976915,0,3,19.05555556,2
1,1,4,0,18.92567704,,35.71073092,0.423466954,0,0,2.288453103,0,3,18.94444444,2
1,2,4,0,18.9275382,,35.68632218,0.391480666,0,0,2.55162935,0,3,18.94444444,2
1,3,4,0,18.92784156,,35.59795832,0.389497719,0,0,2.817455027,0,3,18.94444444,2
1,4,4,0,18.93038053,,35.44531179,0.394391725,0,0,2.993125079,0,3,18.94444444,2
1,5,4,0,19.04407205,,34.98452283,0.419916593,0,0,3.332042607,0,3,19.05555556,2
1,6,4,0,19.27045797,,34.20882601,0.46805527,0,0,3.773458037,0,3,19.27777778,2
1,7,4,0,19.59842223,,33.35689338,0.688437065,0,0,4.124035348,0,2,19.61111111,2
1,8,4,0,19.73127817,,32.9893637,0.8634311,2.270285878,0,3.341684202,0,2,19.72222222,2
1,9,4,0,19.79748222,,32.58668212,1.152088045,0,0,3.944585651,0,2,19.77777778,2
1,10,4,0,19.7939382,,32.45705359,1.410174283,0,0,3.576555383,0,2,19.77777778,2
1,11,4,0,19.79324522,,32.65938721,1.445158964,4.091887349,0,1.94169861,0,2,19.77777778,2
1,12,4,0,19.79134542,,32.69313727,1.401161193,1.058142182,0,2.936062091,0,2,19.77777778,2
1,13,4,0,19.79003416,,32.48167153,1.202033117,0,0,2.959973521,0,1,19.77777778,2
1,14,4,0,19.78886128,,32.30780105,0.9957245,0,0,2.956649932,0,1,19.77777778,2
1,15,4,0,19.7875361,,32.22124978,0.892570191,2.019552411,0,2.457391055,0,1,19.77777778,2
1,16,4,0,19.84074646,,31.96949655,0.794309888,0,0,3.193513023,0,1,19.83333333,2
1,17,4,0,19.95406649,,31.59480792,0.635211837,0,0,3.548430374,0,1,19.94444444,2
1,18,4,0,20.06770465,,31.2101231,0.546866273,0,0,3.808131944,0,1,20.05555556,2
1,19,4,0,20.1826635,,30.71894284,0.889269558,0,0,4.564563121,0,2,20.16666667,2
1,20,4,0,20.18194595,,30.63016797,1.231556657,0,0,3.538139984,0,2,20.16666667,2
1,21,4,0,20.02464708,,30.61484068,1.023367656,0,0,3.400905704,0,2,20,2
1,22,4,0,19.68359044,,30.95982975,0.643885995,0,0,3.269806643,0,2,19.66666667,2
1,23,4,0,19.27992797,,31.40482256,0.401395404,0,0,3.197690011,0,2,19.27777778,2
1,24,4,0,19.03718381,,31.34235333,0.400390547,0,0,4.102058957,0,2,19.05555556,2
1,1,5,0,18.92192924,,31.0004515,0.423466954,0,0,3.480325669,0,2,18.94444444,2
1,2,5,0,18.91911869,,30.65086478,0.391480666,0,0,3.715410124,0,3,18.94444444,2
1,3,5,0,18.92389143,,30.67782545,0.389497719,1.652828245,0,3.432138178,0,3,18.94444444,2
1,4,5,0,18.92753168,,30.42673188,0.41548741,0,0,4.302338491,0,3,18.94444444,2
1,5,5,0,19.04204802,,29.75223367,0.419916593,0,0,4.663027901,0,3,19.05555556,2
1,6,5,0,19.2686843,,29.03563327,0.528835056,1.832728018,0,4.37387726,0,3,19.27777778,2
1,7,5,0,19.59921464,,28.32105575,0.972076689,2.296016334,0,5.18396933,0,3,19.61111111,2
