datetime,Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
2022-01-01 00:00:00,-2.0,100.0,0.0,0.0,-0.7254205646767463,0.6494154942317748,-4.240716341363832,99.08649838172467,95.82572495206408,74.10324599288911,0.0,98.77550015743896,0.0,0.0,67.24756689800115,0.0
2022-01-01 01:00:00,-1.67,100.0,0.0,0.0,-0.9030047039083116,0.9365029148542925,-6.879481306784671,98.80613271719639,95.13084687236821,86.19936220333157,0.0,53.47957589670503,0.0,0.0,44.19185493204479,0.0
2022-01-01 02:00:00,-1.26,100.0,0.0,0.0,-0.2747974027267335,0.7022740550696351,-6.601771616382157,98.04757829130905,98.96346796377615,91.11789563173284,51.19750004301787,17.643807409547946,0.0,52.46677246922705,38.4760232630731,0.0
2022-01-01 03:00:00,-1.1,100.0,0.0,0.0,0.612750136112229,1.1772778197130505,-7.40566539617419,97.88775033276387,95.15378125571827,88.77614603943402,65.1275130218504,32.72062208815185,0.0,51.28143689987416,16.06320879307843,0.0
2022-01-01 04:00:00,-0.81,100.0,0.0,0.0,1.071605291787363,0.9485407281142648,-8.414206829384923,98.94549561279678,96.08027499668577,88.17469332194833,73.39581180277804,0.0,0.0,55.66766748130032,0.0,0.0
2022-01-01 05:00:00,-0.55,100.0,0.0,0.0,1.1035204326966603,0.6150896172712357,-8.69455179469179,95.67891890853645,95.91481242089371,88.80739928128108,111.0061263684698,0.0,0.0,91.5900574757206,0.0,0.0
2022-01-01 06:00:00,-0.75,99.62,0.0,0.0,1.474697221080049,0.7418250590666977,-8.443080781010128,98.23282112019622,91.48726342426637,77.6295638357374,98.87713456902144,0.0,0.0,62.78773198305603,0.0,0.0
2022-01-01 07:00:00,-0.86,98.88,0.0,0.0,1.2201802250578107,0.04552564259032843,-9.073245998842193,98.7599014465329,89.6196949731927,82.45675948154717,56.81309653327266,0.0,0.0,41.98437802908286,0.0,0.0
2022-01-01 08:00:00,-0.31,97.12,50.17,52.23,0.7217918637159795,-0.10770565695878437,-10.160935499181793,98.8052111640589,85.95959804011099,75.18426908837267,18.41006535922615,0.0,50.62718563514278,39.79539945590859,0.0,10.278028491840677
2022-01-01 09:00:00,0.33,96.94,65.4,50.36,0.832997518800414,-1.2319029518522155,-8.449258632467169,98.21829457560918,88.88671251497892,81.6477107806307,33.83054540520337,0.0,31.233261963538204,15.394434231601961,0.0,36.680171266739556
2022-01-01 10:00:00,1.09,96.75,72.52,55.2,0.9690349817559825,-2.7500975507112146,-10.06421601271329,95.04084233830385,83.4614935506479,81.94590160425355,0.0,0.0,58.075990231881256,0.0,0.0,59.91992698826871
2022-01-01 11:00:00,1.25,97.31,111.0,89.96,0.8195733806351535,-4.47705689527738,-8.172665512443828,93.68248190484012,84.06751779084972,87.32040760962197,0.0,0.0,92.62835865287065,0.0,0.0,168.32965736953935
2022-01-01 12:00:00,1.18,97.31,98.71,64.2,0.6686326942962794,-5.3540096155136885,-7.517065342332284,94.70325046001945,79.6592982046697,89.86232607014148,0.0,0.0,105.80115080140482,0.0,0.0,62.302583513533115
2022-01-01 13:00:00,1.0,97.0,55.95,42.22,0.32606162628344215,-5.98659059914689,-8.93612576094536,90.96145048485648,83.15343265989466,85.15081713324729,0.0,0.0,76.78514992462073,0.0,0.0,67.00176035379432
2022-01-01 14:00:00,0.88,96.69,18.16,39.86,-0.057929870845339515,-6.870923389271286,-9.28010732070678,88.49909827785031,80.10216089137646,87.00045382061514,0.0,0.0,57.90165457635179,0.0,0.0,57.99354694203504
2022-01-01 15:00:00,0.73,96.69,34.16,15.53,-1.208490232301929,-7.073802417943314,-8.01814474576505,88.0026101958683,83.74849028054548,81.64887073023306,0.0,0.0,40.14074363185713,0.0,0.0,14.90173307692736
2022-01-01 16:00:00,0.67,96.19,0.0,0.0,-2.6026127505459296,-7.658922019733232,-8.879925477431193,86.02424141531452,86.96458626163525,91.9598311391789,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 17:00:00,0.63,95.56,0.0,0.0,-3.8044534616147425,-8.674605730082108,-9.877551440532628,78.98034678584236,87.5253176101326,88.12235283370133,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 18:00:00,0.46,94.62,0.0,0.0,-5.008900817661152,-9.252870395510193,-10.935111637872057,80.53299279666832,81.57934858322285,77.47347251857141,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 19:00:00,0.35,92.06,0.0,0.0,-6.1910392471417826,-8.637283615707648,-10.868913663415823,83.16938756617903,89.46100383444934,87.63630982717493,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 20:00:00,-0.29,89.5,0.0,0.0,-6.512926254147688,-9.211217968687611,-13.12900822315972,83.3204804181104,78.79901489033463,96.73706001482122,0.0,47.47458223500121,0.0,0.0,11.380244655135115,0.0
2022-01-01 21:00:00,-1.45,87.75,0.0,0.0,-7.299428619776603,-9.073566953475051,-15.265740596560542,82.8418130708684,83.24357458631329,87.1708573599651,0.0,30.148782352160104,0.0,0.0,36.04622532674709,0.0
