location,resstock_building_id,ecobee_building_id,simulation_reference,timestep,year,month,day,day_of_week,hour,minute,direct_solar_radiation,diffuse_solar_radiation,outdoor_air_temperature,average_indoor_air_temperature,occupant_count,cooling_load,heating_load,setpoint
"VT, Chittenden County",460412,,4,68,2020,1,3,5,20,0,0.0,0.0,0.48,17.721761729013156,2.0,761.1132111795602,1802.2863958590488,17.457727221315224
"VT, Chittenden County",460412,,4,69,2020,1,3,5,21,0,0.0,0.0,0.36,21.564092056968082,2.0,0.0,8825.993895178613,21.611111111111114
"VT, Chittenden County",460412,,4,70,2020,1,3,5,22,0,0.0,0.0,0.19,19.0286659840031,2.0,519.255922693246,4275.303341672138,19.010092641386578
"VT, Chittenden County",460412,,4,71,2020,1,3,5,23,0,0.0,0.0,-0.15,23.594255335515758,2.0,0.0,11853.066096379463,23.71482337478857
"VT, Chittenden County",460412,,4,72,2020,1,3,5,24,0,0.0,0.0,-0.6,25.08779654599801,2.0,0.0,20073.456705978355,25.113179589834044
"VT, Chittenden County",460412,,4,73,2020,1,4,6,1,0,0.0,0.0,-1.12,21.24642651230749,2.0,575.7506647136355,10719.65997844071,21.202895264687
"VT, Chittenden County",460412,,4,74,2020,1,4,6,2,0,0.0,0.0,-1.88,22.08737850006083,2.0,0.0,9307.734254218818,22.091190659157615
"VT, Chittenden County",460412,,4,75,2020,1,4,6,3,0,0.0,0.0,-2.63,17.03063990541655,2.0,772.9242491663191,799.4069895855735,16.761789234939187
"VT, Chittenden County",460412,,4,76,2020,1,4,6,4,0,0.0,0.0,-3.26,21.42406619178444,2.0,0.0,10824.611093192243,21.51185840753917
"VT, Chittenden County",460412,,4,77,2020,1,4,6,5,0,0.0,0.0,-4.49,17.520785498973765,2.0,431.6972192431811,3627.899263747952,17.402978947815487
"VT, Chittenden County",460412,,4,78,2020,1,4,6,6,0,0.0,0.0,-5.74,22.24500965900093,2.0,0.0,11785.264615816272,22.367850685725546
"VT, Chittenden County",460412,,4,79,2020,1,4,6,7,0,0.0,0.0,-5.8,20.081408830562417,1.0,0.0,10648.061436528951,20.080947914892818
"VT, Chittenden County",460412,,4,80,2020,1,4,6,8,0,0.0,0.0,-5.66,24.008566840512692,1.0,0.0,17458.656447670153,24.17758034330745
"VT, Chittenden County",460412,,4,81,2020,1,4,6,9,0,10.19,40.8,-5.15,17.176784240657796,1.0,817.6559228546273,2230.49229853241,16.874230253084416
"VT, Chittenden County",460412,,4,82,2020,1,4,6,10,0,34.29,34.18,-4.02,17.3759109089557,1.0,0.0,1830.4041992646805,17.37595895895621
"VT, Chittenden County",460412,,4,83,2020,1,4,6,11,0,45.78,66.15,-3.1,22.974965751793675,1.0,0.0,12886.138861255133,23.173565484569618
"VT, Chittenden County",460412,,4,84,2020,1,4,6,12,0,55.49,83.93,-2.82,21.480802381995638,1.0,0.0,13605.357490384906,21.4798703041699
"VT, Chittenden County",460412,,4,85,2020,1,4,6,13,0,56.88,99.34,-2.3,22.030609770732752,0.0,0.0,13969.857612222724,22.04974704948083
"VT, Chittenden County",460412,,4,86,2020,1,4,6,14,0,58.62,64.8,-2.18,24.66422928067365,0.0,0.0,20396.70192077504,24.770403273239886
"VT, Chittenden County",460412,,4,87,2020,1,4,6,15,0,53.21,44.15,-2.24,21.221258731877597,0.0,299.2589172325349,12933.96525578515,21.21070972483008
"VT, Chittenden County",460412,,4,88,2020,1,4,6,16,0,16.44,35.77,-2.62,24.38004397346066,1.0,0.0,13685.38804932736,24.434777554594785
"VT, Chittenden County",460412,,4,89,2020,1,4,6,17,0,0.0,0.0,-3.31,21.549245741291564,1.0,66.66444524147985,9367.7460638903,21.546880737393842
"VT, Chittenden County",460412,,4,90,2020,1,4,6,18,0,0.0,0.0,-3.74,25.69266413710386,2.0,0.0,14436.437193744601,25.822762487958066
"VT, Chittenden County",460412,,4,91,2020,1,4,6,19,0,0.0,0.0,-4.07,23.28196482999642,2.0,0.0,13346.84594502389,23.28038882650737
"VT, Chittenden County",460412,,4,92,2020,1,4,6,20,0,0.0,0.0,-4.29,18.308321056834288,2.0,758.816723715185,3242.4844871008113,18.09837950545169
"VT, Chittenden County",460412,,4,93,2020,1,4,6,21,0,0.0,0.0,-4.53,20.25074819735204,2.0,123.7610485325871,6378.372913660882,20.256642864368665
"VT, Chittenden County",460412,,4,94,2020,1,4,6,22,0,0.0,0.0,-4.81,25.016669218909914,2.0,0.0,15175.808600358143,25.213304714996543
"VT, Chittenden County",460412,,4,95,2020,1,4,6,23,0,0.0,0.0,-5.05,20.01539717887358,2.0,441.5588427503232,6951.229158119171,19.89174099744404
"VT, Chittenden County",460412,,4,96,2020,1,4,6,24,0,0.0,0.0,-5.75,18.09390281413716,2.0,430.4026227821013,3670.1986678560097,18.05692426122821
"VT, Chittenden County",460412,,4,97,2020,1,5,7,1,0,0.0,0.0,-6.45,20.761079964495682,2.0,0.0,9296.611466097298,20.781768647213283
"VT, Chittenden County",460412,,4,98,2020,1,5,7,2,0,0.0,0.0,-6.99,21.052372856581506,2.0,0.0,12659.792526520032,21.055555555555557
"VT, Chittenden County",460412,,4,99,2020,1,5,7,3,0,0.0,0.0,-8.03,22.27514823189238,2.0,0.0,18064.34262134174,22.300410377552048
"VT, Chittenden County",460412,,4,100,2020,1,5,7,4,0,0.0,0.0,-9.3,21.12013056980301,2.0,0.0,16354.766116554798,21.111111111111104
"VT, Chittenden County",460412,,4,101,2020,1,5,7,5,0,0.0,0.0,-10.18,18.7280444020491,2.0,0.0,10410.945071309676,18.720332684056064
"VT, Chittenden County",460412,,4,102,2020,1,5,7,6,0,0.0,0.0,-10.44,20.330783022346814,2.0,0.0,12623.416378620504,20.34694433884979
"VT, Chittenden County",460412,,4,103,2020,1,5,7,7,0,0.0,0.0,-10.08,20.62391333161329,1.0,0.0,15325.963115674733,20.634784789967448
"VT, Chittenden County",460412,,4,104,2020,1,5,7,8,0,0.0,0.0,-9.72,24.739995855991047,1.0,0.0,26070.520317236493,25.524218558761397
"VT, Chittenden County",460412,,4,105,2020,1,5,7,9,0,117.64,58.2,-9.6,21.401571109202536,1.0,339.8416641875208,19061.917691380848,21.388888888888886
"VT, Chittenden County",460412,,4,106,2020,1,5,7,10,0,223.62,90.04,-8.56,21.27811536042355,0.0,0.0,14074.380975387046,21.27777777777779
"VT, Chittenden County",460412,,4,107,2020,1,5,7,11,0,289.73,113.11,-8.04,17.28920817029167,0.0,449.9242859727975,5516.949046168963,17.165174559041944
"VT, Chittenden County",460412,,4,108,2020,1,5,7,12,0,235.27,136.89,-7.77,23.377427587347178,1.0,0.0,18161.771461107597,23.663320509293296
"VT, Chittenden County",460412,,4,109,2020,1,5,7,13,0,300.86,175.84,-7.52,23.12079613577096,1.0,0.0,20823.0089760346,23.12018735812319
"VT, Chittenden County",460412,,4,110,2020,1,5,7,14,0,344.77,147.48,-7.51,24.513819969757915,1.0,0.0,23088.97036094659,24.593562003585532
"VT, Chittenden County",460412,,4,111,2020,1,5,7,15,0,256.98,72.26,-7.77,19.89667823128933,0.0,508.5588510980467,11718.677609102753,19.807846700443893
"VT, Chittenden County",460412,,4,112,2020,1,5,7,16,0,120.52,51.59,-9.04,17.01459928928094,1.0,383.44144710413764,3344.7145240431446,16.922134274914573
"VT, Chittenden County",460412,,4,113,2020,1,5,7,17,0,0.0,0.0,-11.88,22.37264393498032,2.0,0.0,16598.681099918223,22.562662608997346
"VT, Chittenden County",460412,,4,114,2020,1,5,7,18,0,0.0,0.0,-13.75,17.909954478915385,2.0,337.86255140669897,9282.944962483838,17.79570173868827
"VT, Chittenden County",460412,,4,115,2020,1,5,7,19,0,0.0,0.0,-14.94,21.500951512910532,2.0,0.0,17378.804471735195,21.611111111111114
"VT, Chittenden County",460412,,4,116,2020,1,5,7,20,0,0.0,0.0,-15.78,23.604056288395356,2.0,0.0,26601.803642195955,24.55534428687754
"VT, Chittenden County",460412,,4,117,2020,1,5,7,21,0,0.0,0.0,-16.13,20.666028168895572,2.0,0.0,20485.47692647291,20.697378978610097
"VT, Chittenden County",460412,,4,118,2020,1,5,7,22,0,0.0,0.0,-16.04,25.248280500846832,2.0,0.0,26237.621793063714,25.993530614386003
"VT, Chittenden County",460412,,4,119,2020,1,5,7,23,0,0.0,0.0,-15.74,18.33005837445552,2.0,510.0930448050815,10244.97274085563,18.12668682644164
"VT, Chittenden County",460412,,4,120,2020,1,5,7,24,0,0.0,0.0,-15.57,25.030434842741055,2.0,0.0,25010.729360653644,25.592525163936454
"VT, Chittenden County",460412,,4,121,2020,1,6,1,1,0,0.0,0.0,-15.88,20.751632690242538,2.0,415.1928569666941,17993.526770389813,20.7104523037309
"VT, Chittenden County",460412,,4,122,2020,1,6,1,2,0,0.0,0.0,-17.02,23.58698899045708,2.0,0.0,20587.43549098237,23.685491968309222
"VT, Chittenden County",460412,,4,123,2020,1,6,1,3,0,0.0,0.0,-18.16,23.609726784487304,2.0,0.0,27609.410612652533,23.639313065915243
"VT, Chittenden County",460412,,4,124,2020,1,6,1,4,0,0.0,0.0,-18.0,23.626697672220217,2.0,0.0,27935.372544874306,25.923210302423712
"VT, Chittenden County",460412,,4,125,2020,1,6,1,5,0,0.0,0.0,-17.04,24.256118834048124,2.0,0.0,27469.52681971346,25.843891052400416
"VT, Chittenden County",460412,,4,126,2020,1,6,1,6,0,0.0,0.0,-16.11,16.898525079166888,2.0,510.9351124915702,7696.662461555284,16.623133468633895
"VT, Chittenden County",460412,,4,127,2020,1,6,1,7,0,0.0,0.0,-15.2,16.60423785868036,2.0,0.0,3483.4065453472067,16.60415721976004
"VT, Chittenden County",460412,,4,128,2020,1,6,1,8,0,0.0,0.0,-14.35,21.746736008979134,1.0,0.0,16541.049487671964,21.932903150235347
"VT, Chittenden County",460412,,4,129,2020,1,6,1,9,0,11.18,56.19,-13.19,16.85314438532769,1.0,349.17210684263995,8096.0510705664565,16.72766506787298
"VT, Chittenden County",460412,,4,130,2020,1,6,1,10,0,321.37,90.84,-11.86,22.552763353203368,0.0,0.0,18745.74078761409,22.852624136130505
"VT, Chittenden County",460412,,4,131,2020,1,6,1,11,0,271.76,147.47,-10.34,21.68451881693074,1.0,0.0,20227.743547508693,21.682359349977865
"VT, Chittenden County",460412,,4,132,2020,1,6,1,12,0,243.44,178.67,-8.49,22.977897073561095,1.0,0.0,21441.226624122686,22.99891729433594
"VT, Chittenden County",460412,,4,133,2020,1,6,1,13,0,104.37,136.86,-6.73,20.759591007228067,1.0,0.0,14744.416849604357,20.746740377060036
"VT, Chittenden County",460412,,4,134,2020,1,6,1,14,0,84.18,75.82,-5.61,19.058662999795494,0.0,0.0,8455.860616761405,19.058047920570697
"VT, Chittenden County",460412,,4,135,2020,1,6,1,15,0,244.76,88.88,-5.08,25.438926949204188,1.0,0.0,18211.436508890412,25.830022732811788
"VT, Chittenden County",460412,,4,136,2020,1,6,1,16,0,20.43,52.56,-5.12,23.609150836562165,1.0,0.0,19035.6308762882,23.616027735265796
"VT, Chittenden County",460412,,4,137,2020,1,6,1,17,0,0.0,0.0,-6.01,16.8601431216226,2.0,764.7896586740671,2053.9602744558306,16.507683817099267
"VT, Chittenden County",460412,,4,138,2020,1,6,1,18,0,0.0,0.0,-7.5,21.457367082965597,2.0,0.0,12448.78803973962,21.555555555555554
"VT, Chittenden County",460412,,4,139,2020,1,6,1,19,0,0.0,0.0,-8.37,21.610038414961227,2.0,0.0,14683.471178571612,21.611111111111107
"VT, Chittenden County",460412,,4,140,2020,1,6,1,20,0,0.0,0.0,-8.89,19.49999109353172,2.0,0.0,10212.127521412347,19.491479381088197
"VT, Chittenden County",460412,,4,141,2020,1,6,1,21,0,0.0,0.0,-8.08,20.6729748419919,2.0,0.0,10961.645231092087,20.68732788402769
"VT, Chittenden County",460412,,4,142,2020,1,6,1,22,0,0.0,0.0,-7.42,24.182859415606153,2.0,0.0,20385.097343927577,24.370866794532656
"VT, Chittenden County",460412,,4,143,2020,1,6,1,23,0,0.0,0.0,-7.65,20.011006877403688,2.0,378.07970610982375,10898.159537613348,19.930344270682525
"VT, Chittenden County",460412,,4,144,2020,1,6,1,24,0,0.0,0.0,-7.19,21.162118368062284,2.0,0.0,11081.896258030934,21.166666666666675
"VT, Chittenden County",460412,,4,145,2020,1,7,2,1,0,0.0,0.0,-6.2,23.204649942373617,2.0,0.0,17362.446891583197,23.26007676980172
"VT, Chittenden County",460412,,4,146,2020,1,7,2,2,0,0.0,0.0,-4.99,21.576904461063165,2.0,0.0,14864.356742447291,21.5748199628693
"VT, Chittenden County",460412,,4,147,2020,1,7,2,3,0,0.0,0.0,-5.59,17.99696869418152,2.0,520.8428926762128,7459.514812678481,17.920759471362135
"VT, Chittenden County",460412,,4,148,2020,1,7,2,4,0,0.0,0.0,-6.53,20.195795165408047,2.0,0.0,10401.384194311438,20.2070250077876
"VT, Chittenden County",460412,,4,149,2020,1,7,2,5,0,0.0,0.0,-7.32,21.08727005086405,2.0,0.0,14142.004677670957,21.11111111111111
"VT, Chittenden County",460412,,4,150,2020,1,7,2,6,0,0.0,0.0,-8.27,25.178085689918387,2.0,0.0,25991.30074120908,26.13019040739279
"VT, Chittenden County",460412,,4,151,2020,1,7,2,7,0,0.0,0.0,-9.04,17.46706021720186,2.0,604.900500633559,5735.730459786491,17.1809681856507
"VT, Chittenden County",460412,,4,152,2020,1,7,2,8,0,0.0,0.0,-9.24,17.84731761900266,2.0,0.0,5030.586358488852,17.847526070017775
"VT, Chittenden County",460412,,4,153,2020,1,7,2,9,0,455.9,41.33,-9.34,21.330067011988916,2.0,0.0,12146.254720331819,21.38888888888889
"VT, Chittenden County",460412,,4,154,2020,1,7,2,10,0,594.35,71.23,-7.99,24.42626277277437,1.0,0.0,22657.615595721134,24.615591476991682
"VT, Chittenden County",460412,,4,155,2020,1,7,2,11,0,597.44,122.09,-5.78,17.499138274030916,1.0,651.2611002511389,4066.7503355338285,17.221061907235356
"VT, Chittenden County",460412,,4,156,2020,1,7,2,12,0,619.2,117.18,-4.2,24.28603975894794,1.0,0.0,18833.248931998176,24.62751283054339
"VT, Chittenden County",460412,,4,157,2020,1,7,2,13,0,633.55,132.02,-3.05,24.20100073223816,2.0,0.0,20919.33942489875,24.20065647768418
"VT, Chittenden County",460412,,4,158,2020,1,7,2,14,0,608.95,107.59,-2.46,23.231336988176036,1.0,0.0,15889.50878573403,23.215546065374596
"VT, Chittenden County",460412,,4,159,2020,1,7,2,15,0,338.36,117.82,-2.46,19.780202151282186,1.0,647.4444651530077,7008.480130950728,19.73259749815488
"VT, Chittenden County",460412,,4,160,2020,1,7,2,16,0,12.54,67.58,-2.84,20.7755690323364,2.0,0.0,6473.741489469732,20.778739978676338
"VT, Chittenden County",460412,,4,161,2020,1,7,2,17,0,0.0,0.0,-4.01,20.110158698720287,2.0,0.0,6130.436784051641,20.107805836959784
"VT, Chittenden County",460412,,4,162,2020,1,7,2,18,0,0.0,0.0,-4.87,24.787817215277865,2.0,0.0,13587.813445664795,24.960216202777378
"VT, Chittenden County",460412,,4,163,2020,1,7,2,19,0,0.0,0.0,-5.67,20.016477608540907,1.0,505.1358356392322,6718.676205042801,19.894332479920195
"VT, Chittenden County",460412,,4,164,2020,1,7,2,20,0,0.0,0.0,-5.83,21.599863014948856,1.0,0.0,9543.476584570379,21.611111111111107
"VT, Chittenden County",460412,,4,165,2020,1,7,2,21,0,0.0,0.0,-5.66,25.7179325608503,1.0,0.0,20973.80552727664,25.964019683447976
"VT, Chittenden County",460412,,4,166,2020,1,7,2,22,0,0.0,0.0,-5.42,21.62248153057693,1.0,322.94067095697375,13484.919923298918,21.555555555555575
"VT, Chittenden County",460412,,4,167,2020,1,7,2,23,0,0.0,0.0,-5.2,25.907275531744872,2.0,0.0,16543.767596745554,26.07563014266071
"VT, Chittenden County",460412,,4,168,2020,1,7,2,24,0,0.0,0.0,-5.06,24.25806705588446,2.0,0.0,17621.211649693636,24.24215619881267
"VT, Chittenden County",460412,,4,169,2020,1,8,3,1,0,0.0,0.0,-5.05,17.312049877899014,2.0,830.3508588002102,1164.8057955357986,16.924711731983212
"VT, Chittenden County",460412,,4,170,2020,1,8,3,2,0,0.0,0.0,-5.1,16.964825084353183,2.0,1743.2667646271516,0.0,16.96466107176467
"VT, Chittenden County",460412,,4,171,2020,1,8,3,3,0,0.0,0.0,-5.03,21.60206822548986,2.0,0.0,11157.877753044482,21.68193186376315
"VT, Chittenden County",460412,,4,172,2020,1,8,3,4,0,0.0,0.0,-4.84,21.11212849779787,2.0,0.0,12983.741524487863,21.111111111111114
"VT, Chittenden County",460412,,4,173,2020,1,8,3,5,0,0.0,0.0,-4.72,24.76883305757123,2.0,0.0,20334.38583294285,24.953089750863796
"VT, Chittenden County",460412,,4,174,2020,1,8,3,6,0,0.0,0.0,-4.58,21.235801508375,2.0,529.7489324012813,13813.02185776342,21.222222222222225
"VT, Chittenden County",460412,,4,175,2020,1,8,3,7,0,0.0,0.0,-4.43,21.44365559301642,2.0,0.0,10046.814037005119,21.444444444444436
"VT, Chittenden County",460412,,4,176,2020,1,8,3,8,0,0.0,0.0,-4.28,18.092488621656774,1.0,639.5089712770815,4538.289120011831,18.018856012326967
