location,resstock_building_id,ecobee_building_id,simulation_reference,timestep,year,month,day,day_of_week,hour,minute,direct_solar_radiation,diffuse_solar_radiation,outdoor_air_temperature,average_indoor_air_temperature,occupant_count,cooling_load,heating_load,setpoint
"VT, Chittenden County",216895,,4,1,2020,1,1,3,1,0,0.0,0.0,-2.14,25.694035328700828,1.0,0.0,4989.58356495331,25.72585394569232
"VT, Chittenden County",216895,,4,2,2020,1,1,3,2,0,0.0,0.0,-2.92,21.555360873508327,1.0,415.5620670572629,2560.2143250592717,21.527878047312775
"VT, Chittenden County",216895,,4,3,2020,1,1,3,3,0,0.0,0.0,-3.7,25.77507212114325,1.0,0.0,4785.007883655788,25.837954710759956
"VT, Chittenden County",216895,,4,4,2020,1,1,3,4,0,0.0,0.0,-3.99,23.260068185997973,1.0,0.0,2855.82747078963,23.259271047854757
"VT, Chittenden County",216895,,4,5,2020,1,1,3,5,0,0.0,0.0,-3.62,23.090651427707407,1.0,0.0,2665.892309872083,23.088399357083823
"VT, Chittenden County",216895,,4,6,2020,1,1,3,6,0,0.0,0.0,-3.4,18.434699035663463,1.0,943.2488750834373,288.1265697759364,18.383117178025977
"VT, Chittenden County",216895,,4,7,2020,1,1,3,7,0,0.0,0.0,-4.01,21.423599475229544,1.0,118.457911223257,1472.8799815303348,21.444444444444446
"VT, Chittenden County",216895,,4,8,2020,1,1,3,8,0,0.0,0.0,-4.31,16.626266953156797,1.0,1958.1414517281416,168.00581644199278,16.5623025520459
"VT, Chittenden County",216895,,4,9,2020,1,1,3,9,0,73.45,46.66,-3.61,21.331020820002802,0.0,36.426775813345195,4036.5451671197375,21.38888888888889
"VT, Chittenden County",216895,,4,10,2020,1,1,3,10,0,102.02,43.75,-2.92,20.627078906829894,0.0,0.0,3211.8448502598376,20.625693101822232
"VT, Chittenden County",216895,,4,11,2020,1,1,3,11,0,193.25,74.81,-2.23,21.307641934324526,0.0,0.0,3365.268674111164,21.333333333333336
"VT, Chittenden County",216895,,4,12,2020,1,1,3,12,0,62.94,59.0,-1.4,18.335441324032114,0.0,336.5147621552119,1061.4589624818043,18.310184079335873
"VT, Chittenden County",216895,,4,13,2020,1,1,3,13,0,185.38,92.25,-0.63,24.73699994679199,0.0,0.0,5771.361063952998,24.963265689325556
"VT, Chittenden County",216895,,4,14,2020,1,1,3,14,0,190.49,92.15,-0.08,21.348538799442345,0.0,302.5195022279182,2559.070891809559,21.33333333333333
"VT, Chittenden County",216895,,4,15,2020,1,1,3,15,0,86.21,41.36,0.02,18.01789221001394,0.0,1268.3774935873787,180.4941527782632,17.971755747380314
"VT, Chittenden County",216895,,4,16,2020,1,1,3,16,0,69.43,38.15,-0.56,22.26934429284101,1.0,148.85208387839702,2612.7217083643422,22.306672772661926
"VT, Chittenden County",216895,,4,17,2020,1,1,3,17,0,0.0,0.0,-1.69,16.632571773039555,1.0,2503.069008601845,16.377356260058892,16.534305421120003
"VT, Chittenden County",216895,,4,18,2020,1,1,3,18,0,0.0,0.0,-1.96,20.39201411987999,1.0,99.391825014963,2537.0594922976593,20.42126838199185
"VT, Chittenden County",216895,,4,19,2020,1,1,3,19,0,0.0,0.0,-1.57,17.091033037823884,1.0,997.7995508238407,170.41520621063896,17.052711690426108
"VT, Chittenden County",216895,,4,20,2020,1,1,3,20,0,0.0,0.0,-1.07,25.73831531756899,1.0,0.0,7103.853470802755,26.17764078825348
"VT, Chittenden County",216895,,4,21,2020,1,1,3,21,0,0.0,0.0,-1.06,21.000598666790548,1.0,516.0901466866422,2387.846737469267,20.972577579909096
"VT, Chittenden County",216895,,4,22,2020,1,1,3,22,0,0.0,0.0,-1.63,25.90745896251346,1.0,0.0,4914.006135744292,26.045328623371184
"VT, Chittenden County",216895,,4,23,2020,1,1,3,23,0,0.0,0.0,-2.83,24.278735661914034,1.0,0.0,4619.246667490903,24.2519487482395
"VT, Chittenden County",216895,,4,24,2020,1,1,3,24,0,0.0,0.0,-4.05,24.810831235847708,1.0,0.0,5028.851517169444,24.82955965248365
"VT, Chittenden County",216895,,4,25,2020,1,2,4,1,0,0.0,0.0,-4.15,21.081896394363632,1.0,403.47380930171005,1906.4444861613483,21.055555555555554
"VT, Chittenden County",216895,,4,26,2020,1,2,4,2,0,0.0,0.0,-3.87,16.853598673029772,1.0,642.8449533903384,371.59286546292714,16.805041425686632
"VT, Chittenden County",216895,,4,27,2020,1,2,4,3,0,0.0,0.0,-3.36,22.0142443437967,1.0,0.0,4568.513783128582,22.118538324888796
"VT, Chittenden County",216895,,4,28,2020,1,2,4,4,0,0.0,0.0,-3.34,17.83086248919655,1.0,547.2681881318891,573.8685658833496,17.79083294829514
"VT, Chittenden County",216895,,4,29,2020,1,2,4,5,0,0.0,0.0,-4.02,23.2966434895812,1.0,0.0,4984.72006262734,23.444912786216815
"VT, Chittenden County",216895,,4,30,2020,1,2,4,6,0,0.0,0.0,-4.5,20.318076470223737,1.0,176.5117961033805,2376.6711038528983,20.306660823742366
"VT, Chittenden County",216895,,4,31,2020,1,2,4,7,0,0.0,0.0,-5.03,21.43084000428749,1.0,0.0,3138.2105451422403,21.444444444444443
"VT, Chittenden County",216895,,4,32,2020,1,2,4,8,0,0.0,0.0,-5.36,25.7056076839459,1.0,0.0,6885.65773472826,25.875715839509425
"VT, Chittenden County",216895,,4,33,2020,1,2,4,9,0,10.61,37.85,-4.96,21.628756131071043,0.0,344.6020517402272,3066.846725319999,21.605850113338466
"VT, Chittenden County",216895,,4,34,2020,1,2,4,10,0,93.14,55.36,-3.13,17.4082623164893,0.0,628.6744177411731,463.63016321434367,17.359711606650087
"VT, Chittenden County",216895,,4,35,2020,1,2,4,11,0,75.98,93.57,-0.84,17.911715818133665,0.0,132.83461130364526,88.77378475714197,17.91556740518133
"VT, Chittenden County",216895,,4,36,2020,1,2,4,12,0,90.25,113.98,0.11,21.300300161133492,0.0,76.17650507260373,2543.664076201886,21.333333333333332
"VT, Chittenden County",216895,,4,37,2020,1,2,4,13,0,121.22,90.28,0.59,21.576222997575034,0.0,0.0,3157.679228489624,21.57737413401807
"VT, Chittenden County",216895,,4,38,2020,1,2,4,14,0,76.73,68.64,0.9,22.69423127395075,0.0,0.0,3916.318301996614,22.709435774593274
"VT, Chittenden County",216895,,4,39,2020,1,2,4,15,0,71.94,57.71,1.01,21.342295475991612,0.0,0.0,2363.58010020246,21.333333333333336
"VT, Chittenden County",216895,,4,40,2020,1,2,4,16,0,18.91,34.95,0.86,22.800413772063862,0.0,0.0,3078.1471606934515,22.83138442352676
"VT, Chittenden County",216895,,4,41,2020,1,2,4,17,0,0.0,0.0,0.1,20.425062757897894,0.0,187.1924612215197,1346.050939876073,20.41344447346177
"VT, Chittenden County",216895,,4,42,2020,1,2,4,18,0,0.0,0.0,-0.45,22.769252520410852,0.0,0.0,2649.297367338734,22.794716691037788
"VT, Chittenden County",216895,,4,43,2020,1,2,4,19,0,0.0,0.0,-0.31,21.620946099231986,1.0,0.0,1843.807500001539,21.611111111111114
"VT, Chittenden County",216895,,4,44,2020,1,2,4,20,0,0.0,0.0,0.04,18.43720040246378,1.0,655.5572836863954,237.7140480695065,18.400850211522425
"VT, Chittenden County",216895,,4,45,2020,1,2,4,21,0,0.0,0.0,0.38,20.35237514827355,1.0,0.0,1326.4061096626115,20.366868796986537
"VT, Chittenden County",216895,,4,46,2020,1,2,4,22,0,0.0,0.0,0.83,21.553828667160335,1.0,0.0,2485.0030224545526,21.580886148824902
