Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
-9.04,88.31,51.59,120.52,-16.064687902613784,-17.931565647988716,-4.178701103361266,98.42637038829216,103.42536159105941,89.62469576312937,0.0,0.0,54.74297717693045,0.0,0.0,20.042693161893155
-11.88,94.19,0.0,0.0,-16.021523184211123,-16.770080301565592,-4.984661951388363,96.9011983836788,103.05995506498316,104.78913342596184,0.0,0.0,0.0,0.0,0.0,0.0
-13.75,97.81,0.0,0.0,-15.611215042422891,-16.030682953096704,-6.916342245580516,98.80476482536541,98.19651586324952,103.17336480814055,0.0,0.0,0.0,0.0,0.0,0.0
-14.94,99.5,0.0,0.0,-15.878491550017397,-14.650138115499324,-7.037772259606957,97.0359478123348,102.8211764792997,108.77546165609643,0.0,0.0,0.0,0.0,0.0,0.0
-15.78,100.0,0.0,0.0,-17.026183394147676,-14.86365195659697,-9.102646697356256,101.36401030931843,94.1662583280648,97.21365229222437,0.0,0.0,0.0,0.0,0.0,0.0
-16.13,100.0,0.0,0.0,-18.370390121870237,-12.790657491304962,-7.628746723133009,101.33643343621308,98.95000719773677,90.76796530535302,0.0,57.54347153568018,0.0,0.0,10.92492354701995,0.0
-16.04,99.44,0.0,0.0,-17.780882968621135,-11.603089825503103,-6.133171900365447,99.66845165264085,100.66119450082387,91.63796201477255,0.0,88.60894115192399,0.0,0.0,327.7861149716359,0.0
-15.74,98.19,0.0,0.0,-17.100752543541525,-10.236094764030714,-6.315979602598837,100.75628451497006,95.41061237234423,99.72129046771408,0.0,144.64361257803728,0.0,0.0,266.805702207176,0.0
-15.57,97.62,0.0,0.0,-16.09816720891415,-9.022671806448,-6.987072403228103,99.30816508716966,97.88674920629988,95.13305208775577,0.0,178.07953208197603,0.0,0.0,234.87855444500107,0.0
-15.88,99.0,0.0,0.0,-15.295739503907322,-6.463816018036283,-7.101366262459468,100.32877337109828,95.65549617449322,100.47409851472958,0.0,137.26730731537563,0.0,0.0,105.31436358388112,0.0
-17.02,100.0,0.0,0.0,-14.607997716819131,-5.200676812843707,-5.588419491462359,96.08923403210007,98.6029106222806,89.96919974766631,0.0,76.77808444278877,0.0,0.0,81.14027853961089,0.0
-18.16,100.0,0.0,0.0,-13.002860853486768,-4.838708068853402,-4.830208663722102,96.05606450004424,99.05806754945813,103.09889382888103,56.2162315184516,90.70203650526503,0.0,11.20149916521522,252.4364071122755,0.0
-18.0,100.0,0.0,0.0,-12.06558947577018,-5.720429175726373,-5.349566828223236,95.26644604160701,94.2698534423129,91.21312850498128,92.86588114626294,53.48352472777078,0.0,321.5730412248373,19.663371038787034,0.0
-17.04,100.0,0.0,0.0,-10.602867811286888,-6.101400258549625,-5.98837498203144,94.38489714909248,98.98000370796683,89.06754224623896,146.08598870774992,0.0,0.0,277.2835663471108,0.0,0.0
-16.11,100.0,0.0,0.0,-8.534850996780683,-7.057106237013451,-7.892510902965747,93.65343037744171,98.49493052783495,100.6323309639327,179.24106249821835,0.0,0.0,244.57168471147887,0.0,0.0
-15.2,99.44,0.0,0.0,-6.921587469398095,-7.865951096355102,-7.8015550904964766,95.257936603101,100.94702794830468,89.42246202926422,139.98088722712217,0.0,0.0,106.2672215278387,0.0,0.0
-14.35,97.56,0.0,0.0,-5.706860870734676,-8.731134783398858,-8.409642647359444,95.70206189522254,100.3604937406528,86.77238523389971,77.09383516114612,0.0,0.0,84.70279959726697,0.0,0.0
-13.19,95.94,56.19,11.18,-5.062023210707466,-7.842713747669893,-8.770741426437535,99.98135981992513,95.84089162471594,98.92494331781388,90.69239607449002,0.0,39.01510228735407,239.16141076932672,0.0,460.1489371980821
-11.86,95.75,90.84,321.37,-5.107313021536554,-6.838663750663796,-7.580680845133904,97.68258411583079,99.48873974182602,102.10069071273907,53.303284299287014,0.0,70.25514615970354,20.22614266823457,0.0,614.5300120582824
-10.34,96.06,147.47,271.76,-5.970807367531894,-7.413387365362096,-5.80247111030461,98.35265382170579,101.83422516066953,83.14206480987285,0.0,0.0,128.3572720167433,0.0,0.0,605.2861667589168
-8.49,95.62,178.67,243.45,-7.39007360304472,-6.575269963846701,-4.942645039120109,99.44100328268354,104.15256291393383,87.20649056140292,0.0,0.0,116.29272876218401,0.0,0.0,579.2179687415129
